game_id,competition_id,season,round,date,home_club_id,away_club_id,home_club_goals,away_club_goals,competition_type,competition_code,competition_name,competition_sub_type,competition_metadata_type,country_name,confederation,status,classification_reason,validation_status,validation_reason,validation_decision,validation_note,review_games,first_review_date,last_review_date,candidate_start,candidate_end,impact
3606208,UKRS,2025,Final,2021-09-22,660,338,3,0,,,,,,,,REVIEW_CONFIRMED_DATA_QUALITY,CONFIRMED_INCOHERENT_SEASON_ASSIGNMENT,REVIEW_CONFIRMED_DATA_QUALITY,CONFIRMED_INCOHERENT_SEASON_ASSIGNMENT,EXCLUDE_FROM_SEASON_BOUNDS,Match du 2021-09-22 affecté à la saison RAW 2025 avec métadonnées de compétition absentes. L'affectation est considérée comme incohérente pour la saison 2025. Le match reste exclu des bornes candidates de la saison 2025 et aucune borne de saison n'est déplacée sur la base de ce match.,1,2021-09-22,2021-09-22,2025-06-15,2026-07-06,COULD_MOVE_START_EARLIER
